1.715000000000000080e+00,9.351999999999999602e+01,7.784000000000000341e+01,8.130000000000000782e+00,4.966999999999999638e+00,7.771000000000000227e+02,0.000000000000000000e+00,4.000000000000000000e+01
2.810000000000000053e+00,9.628000000000000114e+01,8.320000000000000284e+01,7.533000000000000362e+00,1.996699999999999875e+01,1.019669999999999959e+03,3.643999999999999773e+01,4.000000000000000000e+01
1.830000000000000071e+00,9.393000000000000682e+01,8.623000000000000398e+01,1.047000000000000064e+01,1.933000000000000052e+00,7.955700000000000500e+02,0.000000000000000000e+00,4.000000000000000000e+01
2.910000000000000142e+00,9.640999999999999659e+01,8.665000000000000568e+01,7.200000000000000178e+00,2.496699999999999875e+01,9.686299999999999955e+02,2.473999999999999844e+01,4.000000000000000000e+01
1.889999999999999902e+00,9.412000000000000455e+01,8.212000000000000455e+01,1.186999999999999922e+01,4.299999999999999822e+00,5.649299999999999500e+02,0.000000000000000000e+00,4.000000000000000000e+01
3.424999999999999822e+00,9.695000000000000284e+01,9.432999999999999829e+01,1.013299999999999912e+01,3.460000000000000142e+01,6.433999999999999773e+02,3.144999999999999929e+01,4.000000000000000000e+01
2.095000000000000195e+00,9.470000000000000284e+01,8.301000000000000512e+01,1.390000000000000036e+01,1.176699999999999946e+01,4.745000000000000000e+02,0.000000000000000000e+00,4.000000000000000000e+01
3.399999999999999911e+00,9.693000000000000682e+01,8.287999999999999545e+01,1.059999999999999964e+01,3.389999999999999858e+01,6.031699999999999591e+02,1.937000000000000099e+01,4.000000000000000000e+01
2.234999999999999876e+00,9.503000000000000114e+01,8.604000000000000625e+01,1.923000000000000043e+01,2.076699999999999946e+01,3.472300000000000182e+02,0.000000000000000000e+00,4.000000000000000000e+01
3.845000000000000195e+00,9.729999999999999716e+01,7.596999999999999886e+01,1.569999999999999929e+01,5.450000000000000000e+01,4.058299999999999841e+02,3.119000000000000128e+01,4.000000000000000000e+01
1.389999999999999902e+00,9.201000000000000512e+01,8.232999999999999829e+01,1.147000000000000064e+01,1.733000000000000096e+00,6.859700000000000273e+02,0.000000000000000000e+00,3.500000000000000000e+01
2.015000000000000124e+00,9.481999999999999318e+01,8.218999999999999773e+01,9.532999999999999474e+00,2.639999999999999858e+01,6.602999999999999545e+02,1.653000000000000114e+01,3.500000000000000000e+01
1.705000000000000071e+00,9.348000000000000398e+01,9.035999999999999943e+01,1.466999999999999993e+01,8.500000000000000000e+00,4.775699999999999932e+02,0.000000000000000000e+00,3.500000000000000000e+01
2.750000000000000000e+00,9.670000000000000284e+01,8.304999999999999716e+01,1.456700000000000017e+01,3.556700000000000017e+01,6.428999999999999773e+02,1.973000000000000043e+01,3.500000000000000000e+01
1.550000000000000044e+00,9.282999999999999829e+01,8.946999999999999886e+01,2.217000000000000171e+01,1.919999999999999929e+01,3.263299999999999841e+02,0.000000000000000000e+00,3.500000000000000000e+01
3.165000000000000036e+00,9.670000000000000284e+01,8.929000000000000625e+01,1.710000000000000142e+01,4.486699999999999733e+01,4.086000000000000227e+02,2.171999999999999886e+01,3.500000000000000000e+01
1.915000000000000036e+00,9.420000000000000284e+01,7.437000000000000455e+01,2.676999999999999957e+01,3.720000000000000284e+01,2.688299999999999841e+02,0.000000000000000000e+00,3.500000000000000000e+01
2.810000000000000053e+00,9.628000000000000114e+01,9.148999999999999488e+01,2.110000000000000142e+01,5.016700000000000159e+01,3.297300000000000182e+02,1.862000000000000099e+01,3.500000000000000000e+01
1.830000000000000071e+00,9.393000000000000682e+01,7.279000000000000625e+01,3.229999999999999716e+01,4.066700000000000159e+01,2.424000000000000057e+02,0.000000000000000000e+00,3.500000000000000000e+01
2.725000000000000089e+00,9.617000000000000171e+01,8.573000000000000398e+01,2.516700000000000159e+01,5.673299999999999699e+01,2.847699999999999818e+02,1.386999999999999922e+01,3.500000000000000000e+01
1.169999999999999929e+00,9.050000000000000000e+01,6.503000000000000114e+01,1.653000000000000114e+01,1.130000000000000071e+01,4.773700000000000045e+02,0.000000000000000000e+00,3.000000000000000000e+01
2.365000000000000213e+00,9.557999999999999829e+01,9.020000000000000284e+01,1.030000000000000071e+01,2.283299999999999841e+01,6.534700000000000273e+02,7.629999999999999893e+00,3.000000000000000000e+01
1.364999999999999991e+00,9.185999999999999943e+01,8.332999999999999829e+01,1.989999999999999858e+01,2.056700000000000017e+01,3.675000000000000000e+02,0.000000000000000000e+00,3.000000000000000000e+01
