2.759180265008370103e+00,9.601629975452682686e+01,8.479375038759776828e+01,2.566218499960899990e+01,4.977831855503050207e+01,6.330386656822330451e+02
3.049211260616989438e+00,9.666093016289740092e+01,8.532038964690029559e+01,2.633369331697520010e+01,4.749951029944043057e+01,5.346239540049086827e+02
3.278972258539469831e+00,9.690973329990436014e+01,8.555642693133393095e+01,2.185185984240743551e+01,4.155480640591070340e+01,4.981963628799114190e+02
3.422445382318786589e+00,9.675731128655229440e+01,8.503327685745738052e+01,2.352913486469159920e+01,4.244629625307370446e+01,4.674707633929529607e+02
3.516909222191753059e+00,9.672124217214540920e+01,8.366834596875237651e+01,2.394614656653330087e+01,4.372895783727270214e+01,4.391558130774093911e+02
2.402685512626096642e+00,9.595963520551123338e+01,8.671918310472049995e+01,3.126019400085673183e+01,5.138735794170843718e+01,4.232242154168636716e+02
2.696143947420450271e+00,9.640532436960889129e+01,8.726135745305286662e+01,2.787976714296013370e+01,4.707702847901796162e+01,4.569396580581180274e+02
2.921548460554523441e+00,9.651655794367032115e+01,8.729768082347379732e+01,2.665721239577813506e+01,4.621374348751633221e+01,4.552394366528790215e+02
3.065953305862283429e+00,9.639124516548501731e+01,8.708386519781316792e+01,2.248934480613043263e+01,4.188672162905396590e+01,5.104503058934919864e+02
3.158709103471640134e+00,9.669110471542779806e+01,8.571358190660532728e+01,2.354362736637899900e+01,4.349526685947873261e+01,4.806159080790660028e+02
2.116011481239636449e+00,9.514744076169851894e+01,8.759647794400916609e+01,3.647475106584543170e+01,5.251667902547493583e+01,4.106513010816376550e+02
2.396970039693446797e+00,9.562798426530100926e+01,8.825321803122970721e+01,3.195175086059503045e+01,5.120496463336993287e+01,4.090883325823689916e+02
2.617373505035559766e+00,9.630048249473465205e+01,8.841325491809793391e+01,3.000389422439259945e+01,5.022422142011739510e+01,4.083127580572519832e+02
2.774567889706689883e+00,9.636572246857070922e+01,8.735850419477105788e+01,2.698917824823719869e+01,4.642482077046537370e+01,4.584895845225953508e+02
2.855187887363663801e+00,9.642650091750573438e+01,8.637487262514436281e+01,2.790347383983686669e+01,4.913840168583234203e+01,4.218096786790450210e+02
1.879891642023176601e+00,9.436804094196632775e+01,8.748607180267259764e+01,3.520854733902907441e+01,5.251142131183143391e+01,4.295742293700159848e+02
2.159444619674713461e+00,9.508143131775852908e+01,8.793841645433258236e+01,3.227878185976607028e+01,5.275169751157724107e+01,4.008179447606253234e+02
2.374671828458603695e+00,9.546781741047152536e+01,8.831755262700789899e+01,3.181494205805706699e+01,5.103638071343593197e+01,4.105535666486283048e+02
2.515158466570229567e+00,9.620489894911220574e+01,8.751695336090226363e+01,3.057968690232070230e+01,5.002050778095102856e+01,4.244150006287559904e+02
2.609982774270346528e+00,9.597497282651882244e+01,8.622300416535829015e+01,2.892147230282303383e+01,4.950698000355885853e+01,4.391737836414509388e+02
1.700446497875483187e+00,9.389019578192149140e+01,8.617885388102247646e+01,3.344075039097889857e+01,5.092139351795703561e+01,4.702168606246289642e+02
1.982697302165863151e+00,9.476589091089213923e+01,8.691458606405662124e+01,3.333903028009027025e+01,5.253747228939769798e+01,4.252109080347497070e+02
2.182895727424799759e+00,9.518543640522405269e+01,8.675231792053681090e+01,3.146044589824703408e+01,7.292822384157476279e+01,4.094485496830190527e+02
2.330571817149473368e+00,9.529305431148266337e+01,8.625308402068633029e+01,3.065982704536380155e+01,8.092949815094836197e+01,2.158967006719743438e+02
2.409185760046926639e+00,9.584956998218051183e+01,8.517207356435540078e+01,2.831806082035496885e+01,8.297500411854143465e+01,2.093049225690430148e+02
